session_id,user_id,session_start,session_end,total_pages_visited,total_time_spent_seconds,max_items_in_cart,purchased,device_type,country,referral_source,session_duration_minutes
session_2809,user_1790,2025-05-10 11:39:54,2025-05-10 11:44:45,3,360.0,3.0,0,desktop,india,email,4.85
session_281,user_2699,2025-01-07 00:21:28,2025-01-07 00:25:16,3,288.0,3.0,0,desktop,india,email,3.8
session_2810,user_1586,2025-06-28 15:06:04,2025-06-28 15:06:04,1,173.0,0.0,0,mobile,india,google,0.0
session_2811,user_1085,2025-02-26 00:09:55,2025-02-26 00:12:01,2,216.0,2.0,0,desktop,canada,social media,2.1
session_2812,user_1764,2025-07-03 15:41:13,2025-07-03 15:43:09,2,262.0,4.0,0,tablet,germany,google,1.9333333333333333
session_2813,user_1449,2025-05-19 20:33:47,2025-05-19 20:43:02,5,661.0,5.0,1,mobile,australia,email,9.25
session_2814,user_1330,2025-01-21 08:29:44,2025-01-21 08:31:29,2,148.0,0.0,0,tablet,australia,direct,1.75
session_2815,user_1874,2025-02-22 11:24:55,2025-02-22 11:28:05,3,315.0,0.0,0,tablet,australia,email,3.1666666666666665
session_2816,user_1295,2025-08-09 10:26:39,2025-08-09 10:28:32,2,228.0,4.0,0,tablet,uk,google,1.8833333333333333
session_2817,user_1351,2025-02-19 16:02:41,2025-02-19 16:10:08,5,547.0,1.0,1,tablet,australia,social media,7.45
session_2818,user_2116,2025-03-10 14:51:48,2025-03-10 14:53:56,2,212.0,0.0,0,mobile,australia,email,2.1333333333333333
session_2819,user_1306,2025-08-01 13:33:01,2025-08-01 13:40:16,5,600.0,2.0,1,tablet,germany,direct,7.25
session_282,user_2334,2025-02-20 20:24:15,2025-02-20 20:24:15,1,69.0,0.0,0,desktop,france,direct,0.0
session_2820,user_1757,2025-05-15 07:12:05,2025-05-15 07:14:41,2,254.0,0.0,0,mobile,france,email,2.6
session_2821,user_1562,2025-06-14 12:35:53,2025-06-14 12:38:16,2,201.0,3.0,0,mobile,usa,google,2.3833333333333333
session_2822,user_2269,2025-05-29 06:34:41,2025-05-29 06:38:37,3,350.0,5.0,0,mobile,australia,email,3.933333333333333
session_2823,user_1455,2025-07-10 19:41:16,2025-07-10 19:41:46,2,98.0,0.0,0,desktop,usa,social media,0.5
session_2824,user_1718,2025-06-26 04:17:55,2025-06-26 04:18:36,2,79.0,5.0,0,tablet,germany,direct,0.6833333333333333
session_2825,user_2338,2025-03-21 09:56:46,2025-03-21 10:04:07,5,561.0,4.0,1,mobile,australia,google,7.35
session_2826,user_2584,2025-02-08 14:54:05,2025-02-08 15:01:09,5,511.0,4.0,1,tablet,australia,email,7.066666666666666
session_2827,user_2265,2025-01-27 21:16:30,2025-01-27 21:20:01,3,284.0,5.0,0,desktop,australia,direct,3.5166666666666666
session_2828,user_1482,2025-03-16 17:51:59,2025-03-16 17:58:25,5,447.0,1.0,1,mobile,india,social media,6.433333333333334
session_2829,user_2720,2025-02-17 08:12:42,2025-02-17 08:12:42,1,21.0,0.0,0,tablet,usa,direct,0.0
session_283,user_2964,2025-05-17 11:03:20,2025-05-17 11:06:06,2,231.0,0.0,0,mobile,germany,direct,2.7666666666666666
session_2830,user_1761,2025-08-23 23:41:10,2025-08-23 23:43:38,2,173.0,2.0,0,tablet,india,google,2.466666666666667
session_2831,user_1686,2025-02-04 06:52:40,2025-02-04 06:55:01,3,314.0,5.0,0,tablet,canada,google,2.35
session_2832,user_2516,2025-03-28 00:17:42,2025-03-28 00:21:06,3,247.0,0.0,0,tablet,canada,google,3.4
session_2833,user_2596,2025-07-30 16:10:41,2025-07-30 16:11:07,2,134.0,5.0,0,tablet,india,social media,0.43333333333333335
session_2834,user_2094,2025-01-26 18:30:37,2025-01-26 18:32:34,2,206.0,2.0,0,tablet,canada,direct,1.95
session_2835,user_2570,2025-03-25 02:09:18,2025-03-25 02:12:02,2,186.0,0.0,0,tablet,germany,social media,2.7333333333333334
session_2836,user_2899,2025-06-03 08:50:59,2025-06-03 08:52:03,2,170.0,0.0,0,desktop,usa,social media,1.0666666666666667
session_2837,user_1448,2025-02-07 18:54:26,2025-02-07 18:54:26,1,163.0,0.0,0,mobile,india,google,0.0
session_2838,user_2890,2025-06-23 00:52:44,2025-06-23 00:56:02,3,275.0,4.0,0,desktop,france,direct,3.3
session_2839,user_1200,2025-08-09 00:51:09,2025-08-09 00:52:43,2,254.0,0.0,0,mobile,india,direct,1.5666666666666667
session_284,user_2866,2025-04-12 18:30:06,2025-04-12 18:37:13,5,467.0,1.0,1,desktop,france,direct,7.116666666666666
session_2840,user_2644,2025-08-10 22:08:22,2025-08-10 22:08:22,1,38.0,0.0,0,desktop,india,email,0.0
session_2841,user_2283,2025-03-15 15:23:33,2025-03-15 15:26:16,2,191.0,0.0,0,mobile,germany,email,2.716666666666667
session_2842,user_2877,2025-04-10 14:38:57,2025-04-10 14:40:44,2,252.0,0.0,0,mobile,france,social media,1.7833333333333334
session_2843,user_1612,2025-07-16 08:59:42,2025-07-16 09:00:49,2,115.0,2.0,0,tablet,france,google,1.1166666666666667
session_2844,user_1793,2025-02-23 19:48:55,2025-02-23 19:52:55,3,330.0,5.0,0,desktop,australia,email,4.0
session_2845,user_1883,2025-05-20 13:10:32,2025-05-20 13:10:32,1,159.0,0.0,0,desktop,australia,social media,0.0
session_2846,user_1385,2025-05-26 19:42:15,2025-05-26 19:42:15,1,166.0,0.0,0,desktop,uk,google,0.0
session_2847,user_2023,2025-05-24 16:55:42,2025-05-24 16:58:24,2,307.0,0.0,0,mobile,germany,direct,2.7
session_2848,user_1806,2025-08-10 09:50:43,2025-08-10 09:51:52,2,92.0,3.0,0,desktop,france,social media,1.15
session_2849,user_2308,2025-05-10 09:50:06,2025-05-10 09:52:19,2,201.0,0.0,0,mobile,germany,social media,2.216666666666667
session_285,user_2577,2025-06-11 10:39:55,2025-06-11 10:41:38,2,250.0,3.0,0,desktop,uk,social media,1.7166666666666666
session_2850,user_2591,2025-07-08 15:15:12,2025-07-08 15:16:41,2,235.0,5.0,0,mobile,uk,social media,1.4833333333333334
session_2851,user_1461,2025-08-24 06:01:34,2025-08-24 06:01:34,1,163.0,0.0,0,mobile,uk,social media,0.0
session_2852,user_1774,2025-05-14 17:40:27,2025-05-14 17:41:43,2,139.0,1.0,0,tablet,canada,social media,1.2666666666666666
session_2853,user_1419,2025-01-16 00:24:41,2025-01-16 00:29:36,3,357.0,2.0,0,tablet,uk,email,4.916666666666667
session_2854,user_1214,2025-06-12 17:29:02,2025-06-12 17:29:02,1,47.0,0.0,0,tablet,canada,direct,0.0
session_2855,user_1549,2025-08-27 03:27:15,2025-08-27 03:27:15,1,65.0,0.0,0,mobile,france,direct,0.0
session_2856,user_1583,2025-06-02 11:46:51,2025-06-02 11:48:59,2,197.0,4.0,0,desktop,usa,email,2.1333333333333333
session_2857,user_1665,2025-07-01 04:56:23,2025-07-01 05:03:10,5,482.0,1.0,1,mobile,uk,social media,6.783333333333333
session_2858,user_1035,2025-03-22 07:49:04,2025-03-22 07:51:09,2,187.0,1.0,0,desktop,australia,direct,2.0833333333333335
session_2859,user_2473,2025-05-11 18:42:41,2025-05-11 18:49:07,5,565.0,5.0,1,mobile,australia,google,6.433333333333334
session_286,user_1743,2025-08-16 06:31:57,2025-08-16 06:36:22,5,397.0,1.0,1,mobile,canada,direct,4.416666666666667
session_2860,user_2675,2025-03-26 15:10:04,2025-03-26 15:12:16,2,173.0,0.0,0,tablet,usa,email,2.2
session_2861,user_1458,2025-05-23 21:27:14,2025-05-23 21:28:40,2,166.0,0.0,0,tablet,germany,social media,1.4333333333333333
session_2862,user_2829,2025-08-16 12:56:55,2025-08-16 12:56:55,1,126.0,0.0,0,desktop,australia,direct,0.0
session_2863,user_2676,2025-07-21 05:10:51,2025-07-21 05:10:51,1,15.0,0.0,0,mobile,uk,direct,0.0
session_2864,user_1789,2025-02-02 00:08:58,2025-02-02 00:15:40,5,543.0,2.0,1,tablet,india,direct,6.7
session_2865,user_1103,2025-07-21 05:02:47,2025-07-21 05:03:20,2,131.0,0.0,0,tablet,usa,email,0.55
session_2866,user_1102,2025-05-19 03:17:06,2025-05-19 03:19:14,3,212.0,4.0,0,desktop,india,google,2.1333333333333333
session_2867,user_1631,2025-03-04 04:15:57,2025-03-04 04:21:41,4,373.0,1.0,0,mobile,india,direct,5.733333333333333
session_2868,user_1817,2025-01-20 05:17:54,2025-01-20 05:19:18,2,160.0,0.0,0,tablet,france,google,1.4
session_2869,user_1599,2025-06-02 01:54:57,2025-06-02 01:55:38,2,95.0,0.0,0,tablet,germany,direct,0.6833333333333333
session_287,user_1429,2025-05-09 13:10:19,2025-05-09 13:12:55,2,204.0,0.0,0,desktop,france,social media,2.6
session_2870,user_2510,2025-02-23 21:37:50,2025-02-23 21:40:24,2,256.0,2.0,0,tablet,india,email,2.566666666666667
session_2871,user_2060,2025-06-29 02:45:29,2025-06-29 02:50:37,4,397.0,3.0,0,tablet,canada,social media,5.133333333333334
session_2872,user_1862,2025-05-31 12:53:57,2025-05-31 12:56:57,2,344.0,5.0,0,mobile,australia,google,3.0
session_2873,user_2862,2025-05-20 20:26:07,2025-05-20 20:26:07,1,53.0,0.0,0,desktop,canada,email,0.0
session_2874,user_1785,2025-06-02 02:26:56,2025-06-02 02:29:30,3,207.0,1.0,0,mobile,germany,google,2.566666666666667
session_2875,user_2486,2025-01-05 03:03:39,2025-01-05 03:12:49,5,599.0,1.0,1,mobile,germany,email,9.166666666666666
session_2876,user_2820,2025-03-19 09:56:07,2025-03-19 09:58:59,2,245.0,1.0,0,mobile,canada,google,2.8666666666666667
session_2877,user_1649,2025-03-24 15:02:05,2025-03-24 15:03:21,2,181.0,0.0,0,desktop,france,direct,1.2666666666666666
session_2878,user_1565,2025-03-26 00:34:32,2025-03-26 00:38:21,5,359.0,4.0,1,tablet,germany,direct,3.816666666666667
session_2879,user_1825,2025-02-04 23:01:29,2025-02-04 23:04:19,2,305.0,1.0,0,desktop,canada,email,2.8333333333333335
session_288,user_1913,2025-08-29 21:57:47,2025-08-29 21:59:55,3,285.0,5.0,0,desktop,canada,email,2.1333333333333333
session_2880,user_1996,2025-07-09 21:33:52,2025-07-09 21:34:11,2,53.0,0.0,0,desktop,uk,email,0.31666666666666665
session_2881,user_2270,2025-03-05 19:35:08,2025-03-05 19:35:08,1,179.0,0.0,0,desktop,usa,direct,0.0
session_2882,user_1702,2025-03-04 17:23:22,2025-03-04 17:28:42,5,423.0,5.0,1,desktop,usa,google,5.333333333333333
session_2883,user_2640,2025-02-16 16:05:44,2025-02-16 16:06:47,2,184.0,4.0,0,mobile,india,social media,1.05
session_2884,user_1792,2025-08-17 15:01:03,2025-08-17 15:08:49,5,555.0,5.0,1,tablet,usa,email,7.766666666666667
session_2885,user_1268,2025-04-04 05:23:16,2025-04-04 05:27:54,4,298.0,3.0,0,desktop,usa,direct,4.633333333333334
session_2886,user_2410,2025-06-26 15:26:32,2025-06-26 15:26:32,1,114.0,0.0,0,mobile,usa,direct,0.0
session_2887,user_1124,2025-07-09 10:45:57,2025-07-09 10:46:24,2,114.0,3.0,0,tablet,france,email,0.45
session_2888,user_1676,2025-05-16 00:54:22,2025-05-16 00:56:17,2,201.0,1.0,0,mobile,india,google,1.9166666666666667
session_2889,user_1348,2025-02-18 07:53:16,2025-02-18 07:53:16,1,168.0,0.0,0,mobile,australia,email,0.0
session_289,user_2848,2025-07-24 06:49:08,2025-07-24 06:50:32,2,127.0,4.0,0,desktop,usa,direct,1.4
session_2890,user_2508,2025-05-29 03:38:43,2025-05-29 03:39:16,2,86.0,3.0,0,mobile,canada,google,0.55
session_2891,user_2249,2025-05-28 01:08:04,2025-05-28 01:08:04,1,148.0,0.0,0,desktop,usa,social media,0.0
session_2892,user_1738,2025-06-14 11:42:13,2025-06-14 11:48:43,5,415.0,3.0,1,tablet,germany,google,6.5
session_2893,user_2135,2025-07-22 18:21:20,2025-07-22 18:24:49,5,263.0,2.0,1,desktop,germany,google,3.4833333333333334
session_2894,user_1009,2025-08-09 12:16:02,2025-08-09 12:16:02,1,31.0,0.0,0,desktop,india,email,0.0
session_2895,user_2232,2025-05-06 03:24:02,2025-05-06 03:27:00,2,254.0,0.0,0,desktop,india,email,2.966666666666667
session_2896,user_1549,2025-02-02 03:22:21,2025-02-02 03:26:33,4,423.0,1.0,0,desktop,uk,direct,4.2
session_2897,user_2596,2025-03-03 18:16:04,2025-03-03 18:17:03,2,151.0,5.0,0,mobile,usa,email,0.9833333333333333
session_2898,user_1133,2025-07-24 15:49:20,2025-07-24 15:49:20,1,177.0,0.0,0,mobile,canada,email,0.0
session_2899,user_1569,2025-01-27 20:16:40,2025-01-27 20:19:36,2,279.0,3.0,0,desktop,usa,direct,2.933333333333333
session_29,user_2181,2025-04-12 13:30:44,2025-04-12 13:32:47,2,259.0,0.0,0,tablet,india,social media,2.05
session_290,user_1345,2025-07-15 00:05:05,2025-07-15 00:05:05,1,76.0,0.0,0,desktop,canada,social media,0.0
session_2900,user_1598,2025-07-12 03:16:15,2025-07-12 03:18:39,2,184.0,4.0,0,mobile,usa,email,2.4
session_2901,user_2299,2025-01-19 08:25:54,2025-01-19 08:28:16,2,223.0,3.0,0,tablet,india,direct,2.3666666666666667
session_2902,user_2462,2025-04-03 08:38:36,2025-04-03 08:46:54,5,662.0,3.0,1,mobile,uk,social media,8.3
session_2903,user_2651,2025-06-17 02:43:26,2025-06-17 02:44:58,2,247.0,1.0,0,desktop,australia,direct,1.5333333333333334
session_2904,user_2914,2025-03-19 20:18:03,2025-03-19 20:19:45,2,262.0,1.0,0,mobile,france,social media,1.7
session_2905,user_1923,2025-05-19 09:54:04,2025-05-19 09:54:04,1,158.0,0.0,0,mobile,usa,google,0.0
session_2906,user_2490,2025-08-14 08:04:19,2025-08-14 08:04:19,1,171.0,0.0,0,mobile,canada,direct,0.0
session_2907,user_2319,2025-04-28 17:43:10,2025-04-28 17:52:40,5,613.0,4.0,1,desktop,uk,direct,9.5
session_2908,user_2826,2025-04-25 09:35:26,2025-04-25 09:35:26,1,99.0,0.0,0,desktop,australia,social media,0.0
session_2909,user_2639,2025-01-15 00:46:08,2025-01-15 00:52:53,5,427.0,4.0,1,tablet,canada,email,6.75
session_291,user_2948,2025-01-14 21:29:20,2025-01-14 21:31:32,2,239.0,0.0,0,tablet,uk,social media,2.2
session_2910,user_2934,2025-06-15 09:22:26,2025-06-15 09:27:08,3,419.0,4.0,0,tablet,france,social media,4.7
session_2911,user_1201,2025-03-22 06:50:57,2025-03-22 06:50:57,1,139.0,0.0,0,desktop,australia,social media,0.0
session_2912,user_2292,2025-03-19 16:45:55,2025-03-19 16:48:27,2,232.0,1.0,0,tablet,uk,social media,2.533333333333333
session_2913,user_2061,2025-05-03 18:03:31,2025-05-03 18:06:04,2,315.0,0.0,0,tablet,usa,social media,2.55
session_2914,user_2805,2025-01-30 01:20:09,2025-01-30 01:20:09,1,66.0,0.0,0,tablet,germany,google,0.0
session_2915,user_2796,2025-05-08 09:05:44,2025-05-08 09:06:51,2,247.0,0.0,0,mobile,france,email,1.1166666666666667
session_2916,user_1918,2025-04-12 07:02:48,2025-04-12 07:04:41,2,152.0,1.0,0,mobile,canada,social media,1.8833333333333333
session_2917,user_1569,2025-05-05 19:26:57,2025-05-05 19:31:27,3,315.0,4.0,0,desktop,uk,direct,4.5
session_2918,user_1854,2025-05-26 10:16:13,2025-05-26 10:22:59,5,450.0,4.0,1,desktop,france,google,6.766666666666667
session_2919,user_2537,2025-05-19 01:49:34,2025-05-19 01:52:12,3,230.0,1.0,0,tablet,germany,direct,2.6333333333333333
session_292,user_1573,2025-04-10 01:23:20,2025-04-10 01:23:20,1,154.0,0.0,0,mobile,canada,google,0.0
session_2920,user_1562,2025-05-15 09:32:14,2025-05-15 09:32:14,1,31.0,0.0,0,desktop,india,direct,0.0
session_2921,user_2139,2025-02-14 20:11:31,2025-02-14 20:11:31,1,71.0,0.0,0,mobile,germany,social media,0.0
session_2922,user_1001,2025-03-30 08:27:58,2025-03-30 08:34:48,5,499.0,3.0,1,desktop,germany,google,6.833333333333333
session_2923,user_2530,2025-06-11 05:31:36,2025-06-11 05:31:36,1,91.0,0.0,0,desktop,uk,email,0.0
session_2924,user_2633,2025-03-13 13:14:21,2025-03-13 13:16:08,2,254.0,2.0,0,mobile,australia,google,1.7833333333333334
session_2925,user_1086,2025-05-26 22:55:03,2025-05-26 22:56:49,2,126.0,3.0,0,desktop,india,email,1.7666666666666666
session_2926,user_1013,2025-03-19 05:18:09,2025-03-19 05:20:20,2,253.0,5.0,0,desktop,germany,email,2.183333333333333
session_2927,user_1173,2025-07-09 18:08:43,2025-07-09 18:10:58,2,234.0,5.0,0,mobile,france,direct,2.25
session_2928,user_1200,2025-02-03 17:26:32,2025-02-03 17:29:19,2,236.0,4.0,0,desktop,france,email,2.783333333333333
session_2929,user_2620,2025-02-07 08:30:11,2025-02-07 08:30:11,1,144.0,0.0,0,tablet,canada,google,0.0
session_293,user_1891,2025-04-26 12:25:32,2025-04-26 12:25:32,1,129.0,0.0,0,desktop,usa,social media,0.0
session_2930,user_1360,2025-07-10 07:24:56,2025-07-10 07:26:44,2,163.0,0.0,0,desktop,france,google,1.8
session_2931,user_1980,2025-07-14 22:27:00,2025-07-14 22:29:06,2,259.0,0.0,0,desktop,uk,google,2.1
session_2932,user_1577,2025-08-06 23:35:47,2025-08-06 23:36:44,2,212.0,0.0,0,tablet,germany,social media,0.95
session_2933,user_1795,2025-04-03 17:36:13,2025-04-03 17:40:37,4,357.0,4.0,0,tablet,usa,google,4.4
session_2934,user_1074,2025-04-12 09:36:34,2025-04-12 09:43:32,5,437.0,5.0,1,mobile,australia,social media,6.966666666666667
session_2935,user_2357,2025-05-16 17:32:54,2025-05-16 17:32:54,1,51.0,0.0,0,desktop,germany,direct,0.0
session_2936,user_1271,2025-04-06 22:25:29,2025-04-06 22:28:12,2,326.0,5.0,0,tablet,france,direct,2.716666666666667
session_2937,user_1685,2025-03-01 20:19:04,2025-03-01 20:19:47,2,96.0,4.0,0,mobile,uk,direct,0.7166666666666667
session_2938,user_1241,2025-05-09 12:08:43,2025-05-09 12:10:45,2,238.0,0.0,0,desktop,australia,direct,2.033333333333333
session_2939,user_2300,2025-08-05 23:22:50,2025-08-05 23:30:31,5,482.0,3.0,1,tablet,uk,social media,7.683333333333334
session_294,user_2547,2025-07-26 20:32:09,2025-07-26 20:35:01,2,349.0,0.0,0,mobile,france,email,2.8666666666666667
session_2940,user_2660,2025-06-15 05:51:47,2025-06-15 05:54:52,3,201.0,3.0,0,tablet,france,social media,3.0833333333333335
session_2941,user_2265,2025-01-26 11:05:32,2025-01-26 11:09:49,4,359.0,2.0,0,desktop,usa,social media,4.283333333333333
session_2942,user_2439,2025-03-22 10:09:46,2025-03-22 10:09:46,1,149.0,0.0,0,tablet,australia,direct,0.0
session_2943,user_1002,2025-05-20 07:01:38,2025-05-20 07:03:29,2,136.0,0.0,0,mobile,france,email,1.85
session_2944,user_1503,2025-01-28 17:38:17,2025-01-28 17:40:28,2,219.0,0.0,0,desktop,usa,email,2.183333333333333
session_2945,user_2824,2025-06-23 07:29:40,2025-06-23 07:29:40,1,174.0,0.0,0,desktop,canada,direct,0.0
session_2946,user_2019,2025-08-27 15:17:47,2025-08-27 15:20:32,2,220.0,5.0,0,desktop,india,email,2.75
session_2947,user_1907,2025-08-20 20:31:04,2025-08-20 20:35:18,5,432.0,1.0,1,desktop,india,email,4.233333333333333
session_2948,user_2053,2025-01-29 20:51:07,2025-01-29 20:54:13,3,319.0,3.0,0,desktop,uk,direct,3.1
session_2949,user_1024,2025-01-26 15:28:07,2025-01-26 15:30:05,2,150.0,3.0,0,mobile,canada,email,1.9666666666666666
session_295,user_1874,2025-07-14 11:17:44,2025-07-14 11:19:36,2,175.0,0.0,0,mobile,usa,email,1.8666666666666667
session_2950,user_1609,2025-06-12 18:47:11,2025-06-12 18:52:31,5,407.0,5.0,1,tablet,canada,social media,5.333333333333333
session_2951,user_2446,2025-01-19 06:34:10,2025-01-19 06:36:54,3,196.0,1.0,0,desktop,canada,direct,2.7333333333333334
session_2952,user_2154,2025-01-14 01:10:14,2025-01-14 01:12:39,2,284.0,3.0,0,tablet,usa,google,2.4166666666666665
session_2953,user_1312,2025-03-16 16:14:11,2025-03-16 16:14:58,2,218.0,5.0,0,tablet,australia,email,0.7833333333333333
session_2954,user_1673,2025-01-10 13:32:47,2025-01-10 13:33:51,2,158.0,4.0,0,desktop,france,google,1.0666666666666667
session_2955,user_1093,2025-02-24 10:47:19,2025-02-24 10:49:58,2,298.0,4.0,0,tablet,uk,social media,2.65
session_2956,user_2866,2025-07-25 03:31:40,2025-07-25 03:37:31,5,404.0,4.0,1,desktop,uk,social media,5.85
session_2957,user_1606,2025-08-20 06:32:53,2025-08-20 06:39:35,5,574.0,3.0,1,mobile,canada,direct,6.7
session_2958,user_2218,2025-07-04 04:00:34,2025-07-04 04:00:34,1,163.0,0.0,0,mobile,australia,google,0.0
session_2959,user_1674,2025-07-03 07:00:50,2025-07-03 07:03:34,2,203.0,1.0,0,tablet,usa,social media,2.7333333333333334
session_296,user_1450,2025-07-27 14:28:15,2025-07-27 14:29:12,2,110.0,0.0,0,tablet,usa,social media,0.95
session_2960,user_1680,2025-07-22 02:25:23,2025-07-22 02:27:25,2,200.0,0.0,0,desktop,uk,email,2.033333333333333
session_2961,user_2848,2025-05-06 19:54:27,2025-05-06 19:54:27,1,96.0,0.0,0,tablet,usa,email,0.0
session_2962,user_2556,2025-04-17 04:29:53,2025-04-17 04:29:53,1,21.0,0.0,0,desktop,canada,email,0.0
session_2963,user_2556,2025-07-17 17:02:05,2025-07-17 17:09:40,5,480.0,3.0,1,tablet,uk,email,7.583333333333333
session_2964,user_1580,2025-01-09 22:40:36,2025-01-09 22:47:52,5,595.0,3.0,1,mobile,india,direct,7.266666666666667
session_2965,user_1802,2025-03-02 19:06:28,2025-03-02 19:07:44,2,121.0,0.0,0,desktop,australia,email,1.2666666666666666
session_2966,user_2473,2025-01-22 22:02:33,2025-01-22 22:04:06,3,166.0,5.0,0,mobile,usa,email,1.55
session_2967,user_1579,2025-07-29 04:21:34,2025-07-29 04:22:01,2,109.0,4.0,0,mobile,canada,google,0.45
session_2968,user_1341,2025-08-23 19:29:41,2025-08-23 19:30:22,2,220.0,0.0,0,mobile,usa,social media,0.6833333333333333
session_2969,user_2086,2025-06-21 15:58:18,2025-06-21 15:59:00,2,180.0,0.0,0,mobile,australia,direct,0.7
session_297,user_1666,2025-03-28 01:19:54,2025-03-28 01:23:46,5,305.0,2.0,1,tablet,germany,email,3.8666666666666667
session_2970,user_1073,2025-01-25 11:17:55,2025-01-25 11:22:38,5,360.0,2.0,1,tablet,usa,email,4.716666666666667
session_2971,user_1712,2025-01-26 12:38:59,2025-01-26 12:38:59,1,107.0,0.0,0,mobile,uk,direct,0.0
session_2972,user_1742,2025-06-11 19:47:51,2025-06-11 19:48:29,2,59.0,5.0,0,tablet,uk,direct,0.6333333333333333
session_2973,user_2770,2025-02-09 15:49:14,2025-02-09 15:51:59,3,277.0,0.0,0,desktop,usa,google,2.75
session_2974,user_1314,2025-01-08 12:35:43,2025-01-08 12:37:41,2,295.0,1.0,0,mobile,australia,direct,1.9666666666666666
session_2975,user_2861,2025-06-24 10:04:22,2025-06-24 10:05:02,2,91.0,3.0,0,mobile,india,email,0.6666666666666666
session_2976,user_1482,2025-02-20 01:55:14,2025-02-20 01:55:14,1,149.0,0.0,0,mobile,canada,google,0.0
session_2977,user_1498,2025-05-28 15:28:37,2025-05-28 15:30:17,2,263.0,5.0,0,desktop,germany,email,1.6666666666666667
session_2978,user_1203,2025-05-31 08:23:18,2025-05-31 08:24:29,2,220.0,5.0,0,desktop,germany,direct,1.1833333333333333
session_2979,user_1006,2025-03-10 07:50:04,2025-03-10 07:51:33,2,204.0,0.0,0,mobile,australia,social media,1.4833333333333334
session_298,user_2501,2025-05-01 10:47:34,2025-05-01 10:53:09,5,425.0,1.0,1,tablet,india,social media,5.583333333333333
session_2980,user_1892,2025-04-12 23:17:58,2025-04-12 23:23:37,4,366.0,5.0,0,desktop,france,google,5.65
session_2981,user_1379,2025-05-06 02:19:17,2025-05-06 02:21:21,2,272.0,0.0,0,tablet,india,google,2.066666666666667
session_2982,user_2672,2025-07-04 20:44:01,2025-07-04 20:44:01,1,18.0,0.0,0,tablet,australia,email,0.0
session_2983,user_2407,2025-04-06 02:35:48,2025-04-06 02:39:55,5,385.0,4.0,1,mobile,india,email,4.116666666666666
session_2984,user_2415,2025-07-12 09:14:42,2025-07-12 09:15:42,2,208.0,5.0,0,desktop,france,email,1.0
session_2985,user_1849,2025-04-03 22:48:32,2025-04-03 22:55:47,5,529.0,5.0,1,tablet,canada,social media,7.25
session_2986,user_1130,2025-04-16 18:48:40,2025-04-16 18:50:24,2,167.0,0.0,0,mobile,usa,google,1.7333333333333334
session_2987,user_1981,2025-01-18 04:40:03,2025-01-18 04:41:43,2,198.0,0.0,0,mobile,uk,email,1.6666666666666667
session_2988,user_2323,2025-08-29 04:12:00,2025-08-29 04:14:03,2,199.0,2.0,0,tablet,india,google,2.05
session_2989,user_2219,2025-04-21 19:58:11,2025-04-21 19:58:11,1,154.0,0.0,0,tablet,canada,direct,0.0
session_299,user_1167,2025-07-18 21:46:31,2025-07-18 21:51:47,5,362.0,4.0,1,desktop,uk,direct,5.266666666666667
session_2990,user_1087,2025-07-30 13:44:31,2025-07-30 13:46:37,2,156.0,0.0,0,desktop,india,google,2.1
session_2991,user_2020,2025-04-23 12:49:20,2025-04-23 12:56:37,5,514.0,3.0,1,desktop,uk,direct,7.283333333333333
session_2992,user_1176,2025-08-01 03:42:29,2025-08-01 03:43:59,2,231.0,1.0,0,tablet,usa,direct,1.5
session_2993,user_1759,2025-06-15 10:04:15,2025-06-15 10:04:15,1,169.0,0.0,0,desktop,germany,google,0.0
session_2994,user_1479,2025-03-25 21:36:54,2025-03-25 21:36:54,1,166.0,0.0,0,desktop,germany,google,0.0
session_2995,user_1920,2025-08-23 00:09:39,2025-08-23 00:11:19,3,179.0,5.0,0,desktop,canada,direct,1.6666666666666667
session_2996,user_1393,2025-02-01 15:45:45,2025-02-01 15:45:45,1,64.0,0.0,0,tablet,usa,google,0.0
session_2997,user_1563,2025-03-20 13:31:41,2025-03-20 13:31:41,1,101.0,0.0,0,mobile,france,direct,0.0
session_2998,user_1342,2025-06-19 23:43:50,2025-06-19 23:43:50,1,40.0,0.0,0,desktop,uk,social media,0.0
session_2999,user_2507,2025-04-20 07:06:49,2025-04-20 07:08:06,2,147.0,4.0,0,mobile,australia,email,1.2833333333333334
session_3,user_2976,2025-06-11 07:21:02,2025-06-11 07:21:02,1,113.0,0.0,0,tablet,uk,google,0.0
session_30,user_1114,2025-08-10 18:55:46,2025-08-10 18:58:07,2,249.0,1.0,0,tablet,france,social media,2.35
session_300,user_2761,2025-08-21 00:22:57,2025-08-21 00:24:22,2,100.0,4.0,0,tablet,france,social media,1.4166666666666667
session_3000,user_2658,2025-02-01 15:00:43,2025-02-01 15:00:43,1,67.0,0.0,0,mobile,canada,social media,0.0
session_3001,user_1349,2025-02-04 08:54:39,2025-02-04 09:01:08,5,557.0,3.0,1,desktop,uk,google,6.483333333333333
session_3002,user_1708,2025-08-19 12:25:15,2025-08-19 12:25:15,1,74.0,0.0,0,tablet,canada,google,0.0
session_3003,user_2466,2025-08-16 00:54:21,2025-08-16 00:55:21,2,146.0,0.0,0,mobile,uk,email,1.0
session_3004,user_1131,2025-07-01 13:24:29,2025-07-01 13:25:23,2,132.0,0.0,0,tablet,germany,google,0.9
